OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
237710036,201,Utah St & 11th St N,31049,38.883669,-77.113905,YES,NO,,,NO,3,8,390117.18065021,135098.59783356,,
237710037,202,Barton St & 10th St N,31050,38.884961,-77.08777,YES,NO,,,NO,5,6,392384.88706428,135239.51496366,,
237710038,203,Arlington Blvd & N Queen St,31051,38.889365,-77.077294,YES,NO,,,NO,5,6,393294.22093326,135727.57124359,,
237710039,204,Lincoln Memorial,31258,38.888251,-77.049426,YES,NO,,,NO,12,13,395711.89180633,135602.23051407,,DC
237710040,206,20th St & Virginia Ave NW,31259,38.894722,-77.045128,YES,NO,,,NO,7,8,396085.13339566,136320.36909798,,DC
237710041,207,5th St & Massachusetts Ave NW,31265,38.90093,-77.018677,YES,NO,,,NO,6,11,398379.90597158,137008.70467648,,DC
237710042,208,39th & Veazey St NW,31308,38.943837,-77.077078,YES,NO,,,NO,5,9,393318.06595366,141774.40034915,,DC
237710043,209,Fessenden St & Wisconsin Ave NW,31309,38.954812,-77.082426,YES,NO,,,NO,8,7,392855.54507199,142993.1290753,,DC
237710044,210,3rd & M St NE,31627,38.90547,-77.00213,YES,NO,,,NO,21,2,399815.24973606,137512.51778395,,DC
237710045,211,Columbia Pike & S Courthouse Rd,31053,38.863833,-77.080319,YES,NO,,,NO,1,14,393029.28804682,132893.55385171,,
237710046,212,Walter Reed Community Center / Walter Reed Dr & 16th St S,31054,38.857803,-77.086733,YES,NO,,,NO,9,2,392471.99507726,132224.68968124,,
237710047,213,28th St S & S Meade St,31055,38.846222,-77.069275,YES,NO,,,NO,8,6,393986.28914822,130937.82204983,,
237710048,214,18th St & Wyoming Ave NW,31114,38.918809,-77.041571,YES,NO,,,NO,6,16,396394.92173743,138994.07565048,,DC
237710049,215,5th & Kennedy St NW,31403,38.956556,-77.019814,YES,NO,,,NO,11,4,398282.61975004,143183.69002703,,DC
237710050,216,Georgia Ave & Emerson St NW,31405,38.949662,-77.027333,YES,NO,,,NO,11,8,397630.68061866,142418.56148209,,DC
237710051,217,14th & Upshur St NW,31406,38.942016,-77.032652,YES,NO,,,NO,2,17,397169.30765214,141569.93848837,,DC
237710052,218,14th St & Colorado Ave NW,31407,38.956432,-77.032947,YES,NO,,,NO,10,9,397144.31085359,143170.25383441,,DC
237710053,219,S Troy St & 26th St S,31056,38.847977,-77.075104,YES,NO,,,NO,3,8,393480.43841302,131133.03943473,,
237710054,220,S Four Mile Run Dr & S Shirlington Rd,31057,38.8444,-77.085931,YES,NO,,,NO,4,7,392540.20426708,130736.796557,,
237710055,221,S Oakland St & Columbia Pike,31058,38.860789,-77.09586,YES,NO,,,NO,9,2,391680.16396318,132556.94935025,,
237710056,222,S Four Mile Run & Walter Reed Dr,31059,38.84736,-77.095431,YES,NO,,,NO,7,4,391715.83915544,131066.19628707,,
237710057,223,S Arlington Mill Dr & Campbell Ave,31060,38.84232,-77.089555,YES,NO,,,NO,8,7,392225.37311813,130506.2046103,,
237710058,224,S Kenmore & 24th St S,31061,38.848454,-77.084918,YES,NO,,,NO,6,5,392628.5628703,131186.73644678,,
237710059,225,13th St & Eastern Ave,32006,38.987,-77.029417,YES,NO,,,NO,7,8,397451.3679179,146563.48846577,,
237710060,226,Wisconsin Ave & O St NW,31312,38.90849,-77.063586,YES,NO,,,NO,10,9,394484.96152307,137849.68097811,,DC
237710061,227,Roosevelt Island,31062,38.896553,-77.06714,YES,NO,,,NO,6,7,394175.73602395,136524.79875716,,
237710062,228,Connecticut & Nebraska Ave NW,31310,38.955016,-77.069956,YES,NO,,,NO,7,16,393936.42688566,143014.87282821,,DC
237710063,229,17th St & Massachusetts Ave NW,31267,38.908142,-77.038359,YES,NO,,,NO,2,17,396672.97197532,137809.82841168,,DC
237710064,230,15th & Euclid St  NW,31117,38.92333,-77.0352,YES,NO,,,NO,3,12,396947.614649,139495.71246314,,DC
237710065,231,8th & East Capitol St NE,31629,38.889988,-76.995193,YES,NO,,,NO,2,9,400417.03628136,135793.90119809,,DC
237710066,232,New Jersey Ave & R St NW,31509,38.912659,-77.017669,YES,NO,,,NO,7,7,398467.59465205,138310.70186081,,DC
237710067,233,15th & East Capitol St NE,31630,38.889908,-76.983326,YES,NO,,,NO,1,10,401446.57181554,135785.14170208,,DC
237710068,234,8th & F St NE,31631,38.897274,-76.994749,YES,NO,,,NO,3,11,400455.50943968,136602.70680593,,DC
237710069,235,18th St & Rhode Island Ave NE,31510,38.927095,-76.978924,YES,NO,,,NO,0,15,401827.51926549,139913.2820472,,DC
237710070,236,15th & F St NE,31632,38.897195,-76.983575,YES,NO,,,NO,14,4,401424.82399465,136594.05225642,,DC
237710071,237,12th & Irving St NE,31511,38.928644,-76.990955,YES,NO,,,NO,1,13,400784.28320356,140085.0622346,,DC
237710072,239,Alabama & MLK Ave SE,31800,38.84323,-76.999376,YES,NO,,,NO,7,4,400054.17124801,130603.40760852,,DC
237710073,240,Pleasant St & MLK Ave SE,31807,38.863897,-76.990037,YES,NO,,,NO,0,11,400864.66651397,132897.63895866,,DC
237710074,241,Neal St & Trinidad Ave NE,31512,38.903732,-76.987211,YES,NO,,,NO,7,8,401109.30924373,137319.66124122,,DC
237710075,242,12th & U St NW,31268,38.916787,-77.028139,YES,NO,,,NO,14,15,397559.68883751,138769.17197864,,DC
237710076,243,S George Mason Dr & Four Mile Run,31063,38.852248,-77.105022,YES,NO,,,NO,8,2,390883.88955688,131609.71253131,,
237710077,244,Gravelly Point,31064,38.865029,-77.039511,YES,NO,,,NO,6,7,396570.98306025,133023.9941377,,
237710078,245,N Pershing Dr & Wayne St,31065,38.880705,-77.08596,YES,NO,,,NO,5,6,392541.48161705,134766.91705858,,
237710079,246,Columbia Pike & S Orme St,31066,38.867262,-77.072315,YES,NO,,,NO,6,4,393724.23923893,133273.6172133,,
237710080,247,3rd St & Pennsylvania Ave SE,31269,38.887378,-77.001955,YES,NO,,,NO,10,4,399830.38573816,135504.16169424,,DC
237710081,248,8th & D St NW,31270,38.894851,-77.02324,YES,NO,,,NO,15,0,397983.92709424,136333.97809506,,DC
237710082,249,3rd & Elm St NW,31118,38.917622,-77.01597,YES,NO,,,NO,6,9,398615.04270249,138861.60900002,,DC
237710083,250,Rhode Island Ave & V St NE,31513,38.918155,-77.004746,YES,NO,,,NO,4,15,399588.4183945,138920.6660217,,DC
237710084,251,Constitution Ave & 2nd St NW/DOL,31271,38.892275,-77.013917,YES,NO,,,NO,1,25,398792.6549073,136047.85718073,,DC
237710085,252,Washington & Independence Ave SW/HHS,31272,38.886978,-77.013769,YES,NO,,,NO,21,8,398805.40570038,135459.84686256,,DC
237710086,253,Independence Ave & L'Enfant Plaza SW/DOE,31633,38.887312,-77.025762,YES,NO,,,NO,6,9,397764.90711108,135497.14874174,,DC
237710087,254,Hamlin & 7th St NE,31514,38.927497,-76.997194,YES,NO,,,NO,5,9,400243.30946072,139957.7002703,,DC
237710088,255,Columbia Pike & S Walter Reed Dr,31067,38.862478,-77.086599,YES,NO,,,NO,3,8,392484.11792553,132743.63730167,,
237710089,256,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31068,38.856319,-77.11153,YES,NO,,,NO,9,5,390319.53509636,132062.29229881,,
237710090,257,Pershing & N George Mason Dr,31069,38.871822,-77.107906,YES,NO,,,NO,3,7,390636.1213437,133782.8595827,,
237710091,258,Fenton St & New York Ave,32001,38.985404,-77.023082,YES,NO,,,NO,9,6,398000.17527578,146386.15892257,,
237710092,259,Bethesda Ave & Arlington Rd,32002,38.981103,-77.097426,YES,NO,,,NO,2,17,391558.50228853,145912.95751583,,
237710093,260,Montgomery Ave & Waverly St,32003,38.983838,-77.09221,YES,NO,,,NO,4,7,392010.75030162,146216.09966891,,
237710094,261,Fallsgrove Blvd & Fallsgrove Dr,32004,39.096312,-77.192672,YES,NO,,,NO,12,7,383332.89363763,158715.52157619,,
237710095,262,Traville Gateway Dr & Gudelsky Dr,32005,39.093783,-77.202501,YES,NO,,,NO,11,8,382482.01381244,158436.61187288,,
237710096,263,Norfolk Ave & Fairmont St,32000,38.988562,-77.096539,YES,NO,,,NO,10,1,391636.2322207,146740.89768535,,
237710097,264,E Montgomery Ave & Maryland Ave,32007,39.084125,-77.151291,YES,NO,,,NO,11,4,386910.31438669,157355.87132814,,
237710098,265,Cordell & Norfolk Ave,32008,38.98954,-77.098029,YES,NO,,,NO,8,3,391507.26098283,146849.60289105,,
237710099,267,Philadelphia & Maple Ave,32010,38.98128,-77.011336,YES,NO,,,NO,8,7,399017.79198301,145928.16270611,,
237710100,268,Maple & Ritchie Ave,32011,38.983627,-77.006311,YES,NO,,,NO,17,2,399453.20125046,146188.66055368,,
237710101,269,Silver Spring Metro/Colesville Rd & Wayne Ave,32012,38.99521,-77.02918,YES,NO,,,NO,10,8,397472.19246231,147474.87366525,,
237710102,270,Montgomery & East Ln,32013,38.983525,-77.095367,YES,NO,,,NO,3,8,391737.18561936,146181.63464028,,
237710103,271,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32014,38.961763,-77.085998,YES,NO,,,NO,4,15,392546.66110808,143765.03951761,,
237710104,272,14th & Belmont St NW,31119,38.921074,-77.031887,YES,NO,,,NO,3,11,397234.815588,139245.17181709,,DC
237710105,273,3rd & Tingey St SE,31634,38.87501,-77.0024,YES,NO,,,NO,11,8,399791.74179325,134131.220022,,DC
237710106,274,10th & Florida Ave NW,31120,38.920387,-77.025672,YES,NO,,,NO,4,15,397773.74796634,139168.73911509,,DC
237710107,275,Potomac Ave & 8th St SE,31635,38.876737,-76.994468,YES,NO,,,NO,3,12,400480.02354886,134322.94186107,,DC
237710108,276,Crabbs Branch Way & Redland Rd,32015,39.120045,-77.156985,YES,NO,,,NO,10,5,386424.52768958,161344.27440776,,
237710109,277,Fallsgrove Dr & W Montgomery Ave,32016,39.099376,-77.188014,YES,NO,,,NO,11,4,383736.53425668,159054.82333901,,
237710110,278,Monroe St & Monroe Pl,32017,39.083673,-77.149162,YES,NO,,,NO,5,10,387094.43314867,157305.3907351,,
237710111,279,Needwood Rd & Eagles Head Ct,32018,39.123513,-77.15741,YES,NO,,,NO,13,1,386388.43917458,161729.3311025,,
237710112,280,East West Hwy & Blair Mill Rd,32019,38.990249,-77.02935,YES,NO,,,NO,6,9,397457.28862708,146924.15777926,,
237710753,281,Crabbs Branch Way & Calhoun Pl,32020,39.107709,-77.152072,YES,NO,,,NO,3,12,386847.10375582,159974.10023058,,
237710754,282,47th & Elm St,32021,38.982456,-77.091991,YES,NO,,,NO,4,11,392029.57027544,146062.66507911,,
237710755,283,Dennis & Amherst Ave,32022,39.025387,-77.044563,YES,NO,,,NO,7,7,396141.22801173,150825.37283059,,
237710756,284,Montgomery College/W Campus Dr & Mannakee St,32023,39.095661,-77.159048,YES,NO,,,NO,10,11,386241.41121024,158637.64923132,,
237710757,285,Fenton St & Gist Ave,32024,38.989724,-77.023854,YES,NO,,,NO,5,6,397933.4145005,146865.73881136,,
237710758,286,Carroll & Westmoreland Ave,32025,38.975,-77.01121,YES,NO,,,NO,6,9,399028.62364911,145231.02061742,,
237710759,287,Carroll & Ethan Allen Ave,32026,38.977933,-77.006472,YES,NO,,,NO,10,5,399439.20704805,145556.57211519,,
237710760,288,Battery Ln & Trolley Trail,32027,38.992375,-77.100104,YES,NO,,,NO,6,8,391327.8386053,147164.51103503,,
237710761,289,Norfolk & Rugby Ave,32028,38.990639,-77.100239,YES,NO,,,NO,7,4,391315.93174708,146971.81066443,,
237710762,290,Offutt Ln & Chevy Chase Dr,32029,38.977093,-77.094589,YES,NO,,,NO,4,7,391803.8534602,145467.55036065,,
237710763,291,Broschart & Blackwell Rd,32030,39.102099,-77.200322,YES,NO,,,NO,6,9,382672.5405711,159359.37466242,,
237710764,292,Taft St & E Gude Dr,32031,39.094103,-77.132954,YES,NO,,,NO,9,6,388498.44225283,158461.08173,,
237710765,293,Fleet St & Ritchie Pkwy,32032,39.076331,-77.141378,YES,NO,,,NO,10,5,387766.64569552,156489.26883494,,
237710766,294,Piccard & W Gude Dr,32033,39.102212,-77.177091,YES,NO,,,NO,9,10,384681.99807835,159367.76528288,,
237710767,295,Ripley & Bonifant St,32034,38.992679,-77.029457,YES,NO,,,NO,1,14,397448.10582111,147193.91499269,,
237710768,296,Georgia Ave & Spring St,32035,38.999388,-77.031555,YES,NO,,,NO,5,6,397266.61108519,147938.74232081,,
237710769,297,Fenton St & Ellsworth Dr,32036,38.997033,-77.025608,YES,NO,,,NO,9,5,397781.68474404,147677.15218341,,
237710770,298,King Farm Blvd & Pleasant Dr,32037,39.114688,-77.171487,YES,NO,,,NO,13,4,385169.33354228,160751.83427443,,
237710771,299,King Farm Blvd & Piccard Dr,32038,39.110314,-77.182669,YES,NO,,,NO,6,8,384201.31311065,160268.14020717,,
237710772,301,Calvert St & Woodley Pl NW,31121,38.923583,-77.050046,YES,NO,,,NO,2,15,395660.25194765,139524.3986898,,DC
237710773,302,New Jersey Ave & N St NW/Dunbar HS,31636,38.90706,-77.015231,YES,NO,,,NO,0,18,398678.93496158,137689.1287794,,DC
237710774,303,Nannie Helen Burroughs Ave & 49th St NE,31710,38.898536,-76.931862,YES,NO,,,NO,5,5,405910.67420774,136744.99164114,,DC
237710775,304,Deanwood Rec Center,31711,38.908473,-76.933099,YES,NO,,,NO,5,10,405802.5614741,137847.99932996,,DC
237710776,305,Hains Point/Buckeye & Ohio Dr SW,31273,38.878433,-77.03023,YES,NO,,,NO,8,8,397376.94021436,134511.63048068,,DC
237710777,306,Arlington Blvd & Fillmore St,31070,38.873755,-77.089233,YES,NO,,,NO,8,3,392256.73815346,133995.68730513,,
237710778,307,Eads St & 12th St S,31071,38.862753,-77.05428,YES,NO,,,NO,10,7,395289.08481316,132771.99996419,,
237710779,308,Old Georgetown Rd & Southwick St,32039,38.999634,-77.109647,YES,NO,,,NO,5,14,390502.08229336,147971.28240078,,
237710780,309,Friendship Blvd & Willard Ave,32040,38.96115,-77.088659,YES,NO,,,NO,8,11,392315.96955553,143697.21146898,,
237710781,310,North Capitol St & G Pl NE,31637,38.899703,-77.008911,YES,NO,,,NO,0,19,399227.02220444,136872.3698297,,DC
237710782,311,31st & Woodrow St S,31072,38.837666,-77.09482,YES,NO,,,NO,10,1,391767.76100852,129990.04042841,,
237710783,312,Washington Blvd & Walter Reed Dr,31073,38.873219,-77.082104,YES,NO,,,NO,6,9,392875.30889503,133935.6067688,,
237710784,313,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31074,38.869418,-77.095596,YES,NO,,,NO,7,8,391704.07999902,133514.80715931,,
237710785,314,Connecticut Ave & Tilden St NW,31313,38.941154,-77.062036,YES,NO,,,NO,5,10,394621.86255124,141475.56998399,,DC
237710786,315,Medical Center Dr & Key West Ave,32041,39.103091,-77.196442,YES,NO,,,NO,4,11,383008.38939989,159468.76971438,,
237710787,316,Shady Grove Hospital,32042,39.097636,-77.196636,YES,NO,,,NO,7,12,382990.30463098,158863.23308023,,
237710788,317,Veterans Pl & Pershing Dr,32043,38.997445,-77.023894,YES,NO,,,NO,5,6,397930.17345122,147722.84809045,,
237710789,318,Rockville Metro East,32044,39.085394,-77.145803,YES,NO,,,NO,8,5,387385.36031083,157495.97307419,,
237710790,319,1st & H St NW,31638,38.900358,-77.012108,YES,NO,,,NO,5,10,398949.71056005,136945.11200625,,DC
237710791,320,Fort Totten Metro,31515,38.952369,-77.002721,YES,NO,,,NO,16,2,399764.14322203,142718.71185822,,DC
237710792,321,Takoma Metro,31408,38.975219,-77.016855,YES,NO,,,NO,4,13,398539.47386044,145255.40691126,,DC
237710793,322,Rhode Island Ave Metro,31516,38.920682,-76.995876,YES,NO,,,NO,3,16,400357.62798091,139201.18164889,,DC
237710794,323,Rolfe St & 9th St S,31075,38.866471,-77.076131,YES,NO,,,NO,8,3,393392.99961931,133186.07966769,,
237710795,324,Shirlington Transit Center / S Quincy & Randolph St,31076,38.839912,-77.087083,YES,NO,,,NO,8,7,392439.72224526,130238.69248395,,
237710796,325,Shady Grove Metro West,32045,39.119765,-77.166093,YES,NO,,,NO,9,10,385636.84639948,161314.58449914,,
237710797,326,River Rd & Landy Ln,32046,38.964992,-77.103381,YES,NO,,,NO,12,7,391040.50480235,144125.05115003,,
237710798,327,Rockville Metro West,32047,39.084379,-77.146866,YES,NO,,,NO,6,13,387293.21007282,157383.44319069,,
237710799,328,Bethesda Metro,32048,38.984691,-77.094537,YES,NO,,,NO,4,8,391809.23272994,146310.99720784,,
237710800,329,Iwo Jima Memorial/N Meade & 14th St N,31077,38.88992,-77.071301,YES,NO,,,NO,6,13,393814.20236548,135788.75739915,,
237710801,330,34th & Water St NW,31314,38.903663,-77.067668,YES,NO,,,NO,2,16,394130.51811026,137314.0993687,,DC
237710802,331,Duke St & John Carlyle St,31081,38.804378,-77.060866,YES,NO,,,NO,8,7,394713.17102609,126292.34142583,,
237710803,332,Lee Hwy & N Cleveland St,31079,38.894941,-77.09169,YES,NO,,,NO,4,11,392045.89232185,136347.70672975,,
237710804,333,Arlington Blvd & S George Mason Dr/NFATC,31078,38.869442,-77.104503,YES,NO,,,NO,3,12,390931.12467668,133518.31847561,,
237710805,334,10th & G St NW,31274,38.898243,-77.026235,YES,NO,,,NO,16,3,397724.21868838,136710.587443,,DC
237710806,335,Lee Hwy & N Scott St,31080,38.897612,-77.080851,YES,NO,,,NO,5,9,392986.43793208,136643.32022975,,
237710807,336,New Hampshire Ave & 24th St NW,31275,38.901755,-77.051084,YES,NO,,,NO,3,14,395568.88566438,137101.36038208,,DC
237710808,337,Eisenhower Ave & Mill Race Ln,31082,38.801111,-77.068952,YES,NO,,,NO,8,7,394010.54617838,125930.1835293,,
237710809,338,Potomac Greens Dr & Slaters Ln,31083,38.82175,-77.047494,YES,NO,,,NO,7,3,395875.6679074,128220.0552696,,
237710810,339,Ballenger Ave & Dulaney St,31084,38.802677,-77.063562,YES,NO,,,NO,4,15,394478.86466732,126103.67942378,,
237710811,340,Mount Vernon Ave & E Nelson Ave,31085,38.820064,-77.057619,YES,NO,,,NO,3,8,394996.30487652,128033.40446264,,
237710812,341,Mount Vernon Ave & E Del Ray Ave,31086,38.82595,-77.058541,YES,NO,,,NO,6,9,394916.65642773,128686.84003154,,
237710813,342,Monroe Ave & Leslie Ave,31087,38.820932,-77.053096,YES,NO,,,NO,6,9,395389.14299363,128129.51994126,,
237710814,343,Mount Vernon Ave & Kennedy St,31088,38.833077,-77.059821,YES,NO,,,NO,3,12,394806.02748043,129478.05665833,,
237710815,344,Court House Metro / 15th & N Uhle St,31089,38.890612,-77.084801,YES,NO,,,NO,9,11,392643.06650429,135866.57615407,,
237710816,345,Washington Adventist U / Flower Ave & Division St,32049,38.986743,-77.000035,YES,NO,,,NO,5,10,399996.96765659,146534.54829125,,
237710817,346,Long Bridge Dr & 6th St S,31090,38.865553,-77.05003,YES,NO,,,NO,1,14,395658.10901485,133082.6096937,,
237710818,347,McKinley St & Connecticut Ave NW,31315,38.964544,-77.075135,YES,NO,,,NO,11,8,393488.39756667,144072.9254812,,DC
237710819,348,15th & L St NW,31276,38.90366,-77.034846,YES,NO,,,NO,8,14,396977.47844927,137312.16782257,,DC
237710820,349,17th & G St NW,31277,38.89841,-77.039624,YES,NO,,,NO,15,15,396562.78460078,136729.54472867,,DC
237710821,350,Spring St & Second Ave,32050,38.997653,-77.034499,YES,NO,,,NO,9,6,397011.52018405,147746.23200566,,
237710822,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,,,NO,5,14,396371.80070351,138310.16380231,,DC
237710823,352,S Joyce & 16th St S,31091,38.859254,-77.063275,YES,NO,,,NO,11,4,394508.14728183,132384.08827775,,
237710824,353,Union Market/6th St & Neal Pl NE,31517,38.908387,-76.996869,YES,NO,,,NO,10,9,400271.56310823,137836.33107236,,DC
237710825,354,Lee Hwy & N Monroe St,31092,38.896456,-77.104562,YES,NO,,,NO,2,12,390929.4393853,136517.08391716,,
237710826,355,21st St N & N Pierce St,31093,38.898984,-77.078317,YES,NO,,,NO,3,12,393206.38482175,136795.43149257,,
237710827,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,YES,NO,,,NO,8,6,391574.02398088,136396.59421225,,
237710828,357,19th & G St NW,31279,38.898412,-77.043182,YES,NO,,,NO,1,22,396254.14318763,136729.90672594,,DC
237710829,358,2nd St & Seaton Pl NE,31522,38.914751,-77.00356,YES,NO,,,NO,3,16,399691.25569893,138542.7889275,,DC
237710830,359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,YES,NO,,,NO,5,9,388969.49519692,134307.40677263,,
237710831,364,Army Navy Dr & S Nash St,31095,38.86215,-77.068121,YES,NO,,,NO,0,10,394087.78640669,132705.86791113,,
237710832,365,31st & Water St NW,31293,38.902814,-77.061043,YES,NO,,,NO,19,0,394705.10354113,137219.4484204,,DC
237710833,367,11th & S St NW,31280,38.913761,-77.027025,YES,NO,,,NO,3,20,397656.19931508,138433.23161638,,DC
237710834,368,S Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,YES,NO,,,NO,14,1,392374.19768093,133148.03121274,,
237710835,369,2nd & G St NE,31639,38.89967,-77.003666,YES,NO,,,NO,14,9,399681.99552091,136868.67522408,,DC
237710836,370,8th & O St NW,31281,38.90864,-77.02277,YES,NO,,,NO,15,2,398025.08145063,137864.65778749,,DC
237710837,371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,YES,NO,,,NO,9,7,397585.82737487,143714.82919728,,DC
237710838,373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,YES,NO,,,NO,14,5,402183.685683,136292.1725555,,DC
237710839,374,Maryland Ave & E St NE,31640,38.896134,-76.9929,YES,NO,,,NO,12,6,400615.91481674,136476.16859309,,DC
237710840,375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,YES,NO,,,NO,8,14,401415.09002301,138637.59947305,,DC
237710841,376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,YES,NO,,,NO,8,11,393013.83863539,142034.97914405,,DC
237710842,377,Connecticut Ave & Chevy Chase Lake Dr,32051,38.994113,-77.076986,YES,NO,,,NO,7,8,393330.74818065,147355.50381716,,
237710843,378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,YES,NO,,,NO,4,11,383153.18792963,159713.13218025,,
237710844,379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,YES,NO,,,NO,2,16,389763.20231192,136723.31546751,,
237710845,380,Saint Asaph & Madison St,31097,38.812718,-77.044097,YES,NO,,,NO,6,9,396170.17569938,127217.29681658,,
237710846,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,YES,NO,,,NO,9,6,394804.48092072,126587.77988315,,
237710847,382,Madison & N Henry St,31099,38.813485,-77.049468,YES,NO,,,NO,7,8,395703.75054801,127302.6777771,,
237710848,383,Medical Center Metro,32053,38.999378,-77.097882,YES,NO,,,NO,10,9,391521.16731482,147941.70542165,,
237710849,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,YES,NO,,,NO,5,6,388922.97236949,135228.94699865,,
237710850,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,YES,NO,,,NO,5,14,392664.34410016,143376.84095484,,DC
237710851,386,16th & Irving St NW,31122,38.928893,-77.03625,YES,NO,,,NO,1,17,396856.808607,140113.28859173,,DC
237710852,387,16th & R St NW,31282,38.912652,-77.036278,YES,NO,,,NO,5,14,396853.66429606,138310.40167951,,DC
237710853,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,YES,NO,,,NO,7,8,395567.69234355,147971.8160368,,
237710854,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,YES,NO,,,NO,5,6,391896.62547178,145776.283872,,
237710855,390,14th & L St NW,31283,38.903658,-77.031737,YES,NO,,,NO,11,7,397247.15119261,137311.8474609,,DC
237710856,391,1st & O St NW,31519,38.908643,-77.012365,YES,NO,,,NO,4,11,398927.54207227,137864.81714313,,DC
237710857,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,4,14,399293.83485771,129303.10478708,,DC
237710858,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,7,12,396395.98519699,136185.79095053,,DC
237710859,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,12,7,395773.70179205,137949.23962405,,DC
237710860,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,7,12,396645.69611866,147527.46678748,,
237710861,396,Royal & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,4,10,396117.07402725,125724.17677004,,
237710862,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,0,22,397192.66283204,139712.53240828,,DC
237710863,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,1,18,395721.93521693,128329.81125103,,
237710864,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,11,7,397646.04975824,137841.44968105,,DC
237710865,400,10th St & L'Enfant Plaza SW,31287,38.884323,-77.02601,YES,NO,,,NO,5,17,397743.29626981,135165.35272935,,DC
237710866,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,YES,NO,,,NO,17,2,394355.40758835,142142.03129017,,DC
237710867,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,20,0,399728.03881641,136347.15809919,,DC
237710868,403,Radford & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,4,18,392529.85317524,128964.8036433,,
237710869,404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,YES,NO,,,NO,14,5,386466.13262254,135236.09428263,,
237710870,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,7,7,388262.94832495,134803.96063251,,
237710871,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,YES,NO,,,NO,9,9,394640.05213358,127217.4065506,,
237710872,407,Commonwealth & E Monroe Ave,31913,38.820058,-77.062821,YES,NO,,,NO,8,7,394544.55728453,128033.03642625,,
237710873,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,YES,NO,,,NO,1,29,398503.20865538,135850.09061145,,DC
237710874,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,YES,NO,,,NO,6,12,395716.10712295,135856.76917174,,DC
237710875,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,YES,NO,,,NO,2,17,396674.98675895,135584.67242635,,DC
237710876,411,Franklin & S Washington St,31907,38.798133,-77.0487,YES,NO,,,NO,9,10,395769.54149325,125598.47353608,,
237710877,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,YES,NO,,,NO,12,3,394442.60095851,130626.66931776,,
237710878,413,New Jersey Ave & L St NW,31642,38.903598,-77.01397,YES,NO,,,NO,8,15,398788.24933635,137304.80117123,,DC
237710879,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,YES,NO,,,NO,3,10,394522.56553515,130390.05783003,,
237710880,415,Lee Center,31914,38.797557,-77.053766,YES,NO,,,NO,9,6,395329.43195741,125534.78097568,,
237710881,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,YES,NO,,,NO,5,5,395850.39700673,127886.82678479,,
237710882,417,Potomac & Swann Ave,31916,38.829545,-77.047844,YES,NO,,,NO,7,11,395845.72775465,129085.36771264,,
237710883,418,14th & Irving St NW,31124,38.928552,-77.032224,YES,NO,,,NO,24,7,397205.88456877,140075.30373809,,DC
