OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
237710884,419,Vermont Ave & I St NW,31291,38.901136,-77.034451,YES,NO,,,NO,13,12,397011.63477773,137031.97048551,,DC
237710885,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,YES,NO,,,NO,16,8,393046.52732614,142438.02422189,,DC
237710886,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,YES,NO,,,NO,9,9,402435.07623743,138307.70879166,,DC
237710887,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,YES,NO,,,NO,6,9,406427.34608733,136620.06609604,,DC
237710888,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,YES,NO,,,NO,13,10,401530.8771481,133652.36788743,,DC
237710889,424,Spring Hill Metro,32200,38.929261,-77.240654,YES,NO,,,NO,4,10,379133.32906395,140181.01997978,,
237710890,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,YES,NO,,,NO,6,5,379539.26898978,139599.2725456,,
237710891,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,YES,NO,,,NO,3,8,380819.33544907,139090.42242219,,
237710892,428,Tysons Corner Station,32204,38.920939,-77.222115,YES,NO,,,NO,2,8,380738.56101699,139253.13535423,,
237710893,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,YES,NO,,,NO,9,2,381125.46936865,139640.51216859,,
237710894,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,YES,NO,,,NO,11,0,380988.98002738,140470.51937627,,
237710895,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,YES,NO,,,NO,6,5,380456.39941172,140139.67762131,,
237710896,432,Tysons West Transit Center,32208,38.932636,-77.231825,YES,NO,,,NO,6,5,379899.82535415,140553.69184941,,
237710897,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,YES,NO,,,NO,5,5,370649.98316139,144735.46493428,,
237710898,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,YES,NO,,,NO,2,13,368634.8195974,143908.17868719,,
237710899,435,Reston Regional Library,32211,38.962095,-77.358815,YES,NO,,,NO,7,8,368902.1739327,143859.49993933,,
237710900,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,YES,NO,,,NO,7,8,369117.40410412,143689.81045718,,
237710901,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,YES,NO,,,NO,11,4,369520.23453313,143078.24814447,,
237710902,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,YES,NO,,,NO,7,10,368821.70051475,143298.32745781,,
237710903,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,9,6,395379.96861159,132352.11690319,,
237710904,2,18th & Eads St.,31001,38.85725,-77.05332,YES,NO,,,NO,4,5,395372.04558977,132161.07808121,,
237710905,3,Crystal Dr & 20th St S,31002,38.856425,-77.049232,YES,NO,,,NO,0,17,395726.81757513,132069.29786306,,
237710906,4,Crystal Dr & 15th St S,31003,38.86017,-77.049593,YES,NO,,,NO,4,5,395695.7097594,132485.03678691,,
237710907,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,4,7,394836.55986472,132229.789395,,
237710908,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,10,9,394798.17263784,132722.3537753,,
237710909,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,YES,NO,,,NO,11,3,394506.31966949,132877.62800884,,
237710910,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,7,11,395561.96451388,132178.17554745,,
237710911,10,Crystal Dr & 27th St S,31009,38.848466,-77.051514,YES,NO,,,NO,5,5,395528.24862718,131185.90171978,,
237710912,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,7,4,395641.95431057,130534.67130912,,
237710913,12,Crystal Dr & 23rd St S,31011,38.8533,-77.0498,YES,NO,,,NO,8,9,395677.32772972,131722.42730273,,
237710914,13,26th & S Clark St,31012,38.850688,-77.05152,YES,NO,,,NO,5,3,395527.86699294,131432.55965392,,
237710915,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,2,12,396278.70399052,136939.47827919,,DC
237710916,15,14th & V St NW,31101,38.9176,-77.0321,YES,NO,,,NO,24,1,397216.20899969,138859.53510936,,DC
237710917,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,5,22,397587.60905935,140176.41805133,,DC
237710918,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,1,30,396831.8852902,139801.91944918,,DC
237710919,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,2,13,396307.54666751,139451.02670294,,DC
237710920,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,9,10,397207.89698712,139880.81598519,,DC
237710921,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,13,8,395869.12679181,139482.10370448,,DC
237710922,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,0,18,396635.84323825,140447.18241804,,DC
237710923,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,16,6,398455.45488951,134318.97061928,,DC
237710924,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,7,8,397013.12734699,137999.29479922,,DC
237710925,24,14th & R St NW,31202,38.912939,-77.032085,YES,NO,,,NO,16,0,397217.32798349,138342.12488813,,DC
237710926,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,17,5,397198.51101235,137860.46677503,,DC
237710927,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,2,12,396096.32377953,136495.53410413,,DC
237710928,27,21st & I St NW,31205,38.9008,-77.047,YES,NO,,,NO,10,24,395923.08426032,136995.15740474,,DC
237710929,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,2,10,397862.93084314,140906.66509731,,DC
237710930,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,1,18,397156.2969996,141068.6272297,,DC
237710931,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,8,3,400390.15805724,140746.2005855,,DC
237710932,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,18,0,398349.59483465,137242.93793811,,DC
237710933,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,4,10,402004.07538839,135751.07274551,,DC
237710934,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,1,18,397268.74809473,140324.82919203,,DC
237710935,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,YES,NO,,,NO,7,4,402901.2905676,132490.726232,,DC
237710936,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,6,3,394973.09374685,140710.82140544,,DC
237710937,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,5,6,403410.08514111,134463.86390983,,DC
237710938,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,2,8,405041.71541905,137060.65262358,,DC
237710939,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,0,11,400465.45079874,132761.28847182,,DC
237710940,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,7,3,401038.0179126,133283.52133563,,DC
237710941,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,5,6,396217.71315484,136373.36645763,,DC
237710942,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,3,12,399943.80500792,139023.00525965,,DC
237710943,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,1,13,397753.87564422,138814.96095752,,DC
237710944,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,2,9,398074.95841142,139669.64140129,,DC
237710945,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,7,30,399505.38183805,134052.41738498,,DC
237710946,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,8,4,396132.05899493,138615.77216932,,DC
237710947,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,4,9,398074.70465287,138626.16224103,,DC
237710948,48,Eads & 22nd St S,31013,38.854381,-77.053412,YES,NO,,,NO,0,14,395363.87403378,131842.60323152,,
237710949,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,5,9,399678.94106865,134274.42351994,,DC
237710950,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,17,23,396149.11786763,138027.41994099,,DC
237710951,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,,,NO,4,11,399514.27317303,137538.06239613,,DC
237710952,53,21st & M St NW,31212,38.90534,-77.046774,YES,NO,,,NO,9,8,395942.94637664,137499.12394013,,DC
237710953,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,,,NO,19,3,396649.21425572,137212.39264868,,DC
237710954,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,,,NO,8,7,398673.76205224,136839.69580021,,DC
237710955,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,,,NO,9,2,399800.44743845,135251.28674748,,DC
237710956,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,,,NO,6,7,401197.39591334,134718.53788821,,DC
237710957,58,13th & E St SE,31607,38.882915,-76.987907,YES,NO,,,NO,7,8,401049.24479176,135008.80190085,,DC
237710958,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,,,NO,6,13,396643.58195891,138249.21138577,,DC
237710959,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,,,NO,9,3,394460.8760265,141852.77834368,,DC
237710960,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,,,NO,0,13,398829.1646746,138304.09064665,,DC
237710961,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,,,NO,9,2,400407.81504123,134596.34949947,,DC
237710962,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,,,NO,7,8,392442.5577893,141208.93151752,,DC
237710963,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,,,NO,1,15,393692.03675799,140779.89807813,,DC
237710964,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,,,NO,5,6,397155.14643993,142209.13309952,,DC
237710965,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,,,NO,8,3,401874.56617125,133107.28439427,,DC
237710966,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,,,NO,6,5,402515.22051118,133914.81891889,,DC
237710967,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,,,NO,5,9,400277.11058153,135456.87541854,,DC
237710968,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,,,NO,11,12,397251.41977838,136864.92754697,,DC
237710969,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,,,NO,7,4,404513.31564725,136240.53983015,,DC
237710970,71,USDA / 12th & C St SW,31217,38.886277,-77.028242,YES,NO,,,NO,21,15,397549.70852812,135382.31936195,,DC
237710971,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,13,6,394863.27537199,137153.51643639,,DC
237710972,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,,,NO,3,7,400778.93906675,140642.76917646,,DC
237710973,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,,,NO,8,6,395958.57590909,136342.30123407,,DC
237710974,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,,,NO,12,3,398070.35828347,135380.95431573,,DC
237710975,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,,,NO,16,8,397743.31133834,136131.67560302,,DC
237710976,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,,,NO,2,15,395179.46081279,136606.27005869,,DC
237710977,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,14,4,400399.37156595,135129.1858182,,DC
237710978,79,18th & M St NW,31221,38.905067,-77.041779,YES,NO,,,NO,7,17,396376.18562535,137468.60859132,,DC
237710979,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,0,14,393118.69490052,142193.07513516,,DC
237710980,81,13th & H St NE,31611,38.900022,-76.988422,YES,NO,,,NO,12,15,401004.32015331,136907.80734764,,DC
237710981,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,18,8,398321.70110602,136597.09913431,,DC
237710982,83,New York Ave & 15th St NW,31222,38.899032,-77.033354,YES,NO,,,NO,2,16,397106.70593945,136798.37429303,,DC
237710983,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,17,5,398068.36951337,137542.39041117,,DC
237710984,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,5,9,396240.42917895,140000.2175631,,DC
237710985,86,19th & L St NW,31224,38.903407,-77.043648,YES,NO,,,NO,6,9,396213.98476874,137284.41101743,,DC
237710986,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,,,NO,8,7,394562.31341761,137323.44877775,,DC
237710987,88,Maine Ave & 7th St SW,31609,38.878694,-77.023054,YES,NO,,,NO,13,6,397999.60967342,134540.4217425,,DC
237710988,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,,,NO,7,15,400250.36118988,136323.40169319,,DC
237710989,439,1st & D St SE,31643,38.884916,-77.005965,YES,NO,,,NO,7,12,399482.46343538,135230.87572136,,DC
237710990,440,Wiehle Ave & Reston Station Blvd,32215,38.9492,-77.3368,YES,NO,,,NO,8,10,370804.88270418,142420.77692888,,
237710991,441,Library St & Freedom Dr,32216,38.959633,-77.358741,YES,NO,,,NO,6,12,368907.51332443,143586.17197497,,
237710992,442,Sunset Hills Rd & Discovery Square,32217,38.95534,-77.357611,YES,NO,,,NO,8,7,369003.58432792,143109.22880515,,
237710993,443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,YES,NO,,,NO,10,13,395753.69834411,136067.33084543,,DC
237710994,444,61st St & Banks Pl NE,31714,38.891805,-76.913563,YES,NO,,,NO,11,8,407498.73967816,135999.14156768,,DC
237710995,445,Temporary Rd & Old Reston Ave,32218,38.960084,-77.353414,YES,NO,,,NO,4,11,369369.40191424,143634.4358956,,
237710996,446,Reston YMCA,32219,38.955314,-77.368416,YES,NO,,,NO,6,9,368067.03974401,143110.06678211,,
237710997,447,Sunset Hills Rd & Isaac Newton Square,32220,38.951443,-77.340377,YES,NO,,,NO,10,1,370495.7444288,142670.91855872,,
237710998,448,N Lynn St & Fairfax Dr,31917,38.89386,-77.070862,YES,NO,,,NO,3,12,393852.62779737,136226.09856392,,
237710999,449,Georgia Ave & Piney Branch Rd NW,31414,38.967505,-77.027976,YES,NO,,,NO,8,7,397575.55015788,144399.31612925,,DC
237711000,450,Greensboro & International Dr,32221,38.923083,-77.227417,YES,NO,,,NO,2,8,380279.37434818,139492.26880639,,
237711001,451,Madison & Fairfax St,31918,38.812351,-77.040691,YES,NO,,,NO,4,10,396465.96860825,127176.42009605,,
237711002,452,Sligo Ave & Carroll Ln,32058,38.990874,-77.016311,YES,NO,,,NO,7,7,398586.92327584,146993.256491,,
237711003,453,15th & W St NW,31125,38.919086,-77.034502,YES,NO,,,NO,13,6,397007.96400294,139024.5695478,,DC
237711004,454,12th St & Pennsylvania Ave SE,31644,38.882489,-76.990121,YES,NO,,,NO,8,10,400857.15299711,134961.48951302,,DC
237711005,455,3rd St & Riggs Rd NE,31412,38.957463,-77.002239,YES,NO,,,NO,11,4,399805.93693957,143284.19137817,,DC
237711006,456,Carlin Springs Rd & N Thomas St,31919,38.876695,-77.112982,YES,NO,,,NO,4,11,390196.30536757,134324.33170588,,
237711007,457,Towers Crescent Dr & Tysons One Pl,32222,38.915246,-77.220157,YES,NO,,,NO,4,5,380906.83105285,138620.75516987,,
237711008,458,6th & K St NE,31645,38.902877,-76.998405,YES,NO,,,NO,12,5,400138.35088416,137224.67283593,,DC
237711009,459,Pooks Hill Rd & Linden Ave,32057,39.014716,-77.107143,YES,NO,,,NO,4,11,390720.95043328,149645.2816699,,
237711010,460,Takoma Park Rec Center,32059,38.98265,-76.988311,YES,NO,,,NO,6,9,401012.77423762,146080.24993225,,
237711011,461,New Hampshire & Kirklynn Ave,32061,38.988101,-76.988422,YES,NO,,,NO,3,12,401003.0800788,146685.36332198,,
237711012,462,Wheaton Metro/Georgia Ave & Reedie Dr,32062,39.038341,-77.051023,YES,NO,,,NO,5,6,395582.65145222,152263.70107898,,
237711013,463,Amherst Ave & Elkins St,32063,39.044887,-77.047788,YES,NO,,,NO,8,7,395863.10400444,152990.22852961,,
237711014,464,Amherst Ave & Prichard Rd,32064,39.035965,-77.048395,YES,NO,,,NO,6,8,395810.0323662,151999.81494344,,
237711015,465,Grandview & Blueridge Ave,32065,39.043272,-77.053085,YES,NO,,,NO,8,6,395404.45083084,152811.19876663,,
237711016,466,Windham Ln & Amherst Ave,32066,39.032029,-77.04735,YES,NO,,,NO,8,7,395900.28028089,151562.82832343,,
237711017,467,North Shore Dr & Village Rd,32223,38.970412,-77.340787,YES,NO,,,NO,9,2,370468.0661928,144776.77171083,,
237711018,468,Town Center Pkwy & Sunset Hills Rd,32224,38.955171,-77.363094,YES,NO,,,NO,4,7,368528.26577752,143092.3443935,,
